date,open,high,low,close,volume
2025-01-01,100.07546009860897,100.07140594043388,99.45243673760531,100.0,1401
2025-01-02,100.4494262151358,100.66958596387639,100.27914296004786,100.29802849180673,2466
2025-01-03,100.0306368462685,100.62722681637767,100.03494491569478,100.21506991110402,4561
2025-01-04,100.77760421798557,101.1202932825995,100.3026342940208,100.60368303396444,1614
2025-01-05,101.78862851957024,102.02826135821623,101.20810482905631,101.51750094780925,2296
2025-01-06,101.45969590361999,101.40147504938383,101.1670220172711,101.37700892297525,4597
2025-01-07,101.61188591131736,101.34896174082272,100.81195676233625,101.23652674880574,2182
2025-01-08,102.02929659828946,102.5870614915519,102.0975785239867,102.18405443811018,4223
2025-01-09,102.39558433493966,103.04727246578437,102.37299117260619,102.64451527560193,4042
2025-01-10,102.0070865942601,102.76584018130217,102.03877151769858,102.36283064404095,3667
2025-01-11,102.98757553249037,103.75891296832349,102.28547890338079,102.68836667019254,3235
2025-01-12,102.54118918577588,102.8244941566437,101.96799307888728,102.41031605450506,4884
2025-01-13,102.11976126818082,102.65799133039903,102.05580662073048,102.13087820236291,2121
2025-01-14,102.33204929056649,102.76685591800117,102.2692327311554,102.27605556530253,1130
2025-01-15,100.90298960904818,101.558365668769,100.57255205412814,101.12808741850785,3852
2025-01-16,100.58228711492339,100.33008287007196,99.72667391660411,100.09313671900003,2194
2025-01-17,99.7816084378505,100.20755804555411,99.60546150876677,99.75576420145545,3983
2025-01-18,99.16994448817577,99.29350048634728,98.53783513415028,99.1480655292548,4033
2025-01-19,99.4817672535917,99.58925020746395,99.01347900195339,99.33661392881196,1182
2025-01-20,98.88800132984657,98.99472677393341,98.25594004668646,98.79179948349923,4030
2025-01-21,97.98919406755388,98.26079209057532,97.63091356641603,97.94441726269805,1363
2025-01-22,98.66571163296192,99.58673823738569,98.11165693907458,98.82380652405098,1038
2025-01-23,98.78263441518625,98.76179378227741,98.03727257527042,98.68834074375906,4598
2025-01-24,99.10526256586682,99.16610970464671,98.47865049626763,98.72885766657181,4959
2025-01-25,98.14309276407474,97.89655192908167,97.37969456465287,97.87400875484374,3544
2025-01-26,97.86601644545652,97.75299274697075,97.11830393021161,97.54737912012864,4587
2025-01-27,97.51168953866832,98.13172279334803,97.04020636244809,97.61393267395457,2372
2025-01-28,96.72541556344946,97.23619253132027,96.8163212196172,96.92333652750118,4029
2025-01-29,97.12359795448864,97.23320638292272,96.71154504650889,97.14875533850858,1920
2025-01-30,96.79951710701503,96.9453113827053,96.27668722718738,96.7883721245573,4468
2025-01-31,97.23219417837552,97.44927542446827,96.96160797739671,97.01335587468134,3769
2025-02-01,96.71383898140074,97.20625858100027,96.98898360987685,97.0523319073437,4232
2025-02-02,98.86960888194119,98.90699053596546,98.45585238249704,98.56369881804906,1015
2025-02-03,98.92399890349051,99.26471485118708,98.70948185009522,98.95560048320631,1492
2025-02-04,98.6355977118433,98.89065385631162,98.27746547467359,98.72097392583278,2449
2025-02-05,99.41207999804267,100.34328969095976,99.0140294626755,99.6145008730947,2131
2025-02-06,98.95102334873893,99.70877848757569,98.96717572702813,99.28199468311209,3941
2025-02-07,99.97194695690733,99.91234135744646,99.18158973100068,99.80731284011495,4521
2025-02-08,99.04617435922476,99.36880162874097,99.00753105743007,99.03151076578709,1310
2025-02-09,98.37660695649981,98.80224184349436,98.593922648577,98.63459913644803,1738
2025-02-10,98.89370012355678,99.62320254492876,98.86382541774884,99.15271587796951,4241
2025-02-11,99.92863888610874,100.13729167828022,99.6189827361789,99.99579582596677,1545
2025-02-12,100.83242109973864,100.77566950638737,100.20515574429957,100.49861679468076,3461
2025-02-13,100.77730955497509,101.2302252810439,100.71573940523983,100.82922782524781,1250
2025-02-14,100.74793701727063,101.52171664672827,100.76638961579681,101.04856560789425,1758
2025-02-15,100.5123038008566,100.62139313226264,100.52234631377476,100.56145241367379,2804
2025-02-16,100.47500117468743,100.76264564146878,100.09561137887097,100.52954588863697,4212
2025-02-17,100.11378529747279,100.85817356382891,100.27984297684173,100.6531626260611,2297
2025-02-18,101.6765769884889,101.85677011527771,101.57541191905793,101.68743596179246,4487
2025-02-19,102.2474200294918,102.94669778358977,102.09638031900089,102.29360693553355,2631
2025-02-20,101.77502411527858,102.0167791845081,101.5476255466937,101.6357828423159,4810
2025-02-21,102.60002444294186,102.27805643308578,101.94276904340742,102.2302332239528,2914
2025-02-22,102.62449686161257,102.88275624511397,101.90815539160276,102.39918385570301,4110
2025-02-23,102.33925291740847,103.11746189492196,102.29017586478655,102.39303065551944,1813
2025-02-24,102.93873124707564,103.6665294809342,102.7592271257204,103.16003642882397,1028
2025-02-25,104.69330810297153,104.18251013551236,103.98468766599603,104.17863614232155,1957
2025-02-26,105.14924790059416,105.34055739921801,104.99597878024375,105.13740421379127,3032
2025-02-27,105.03665955824029,105.58725592969502,104.7552797718486,105.0338736998577,1476
2025-02-28,105.24352125692496,105.40681238122322,105.15539473883085,105.24834627434697,1317
2025-03-01,105.88672128534269,106.23586821881837,105.65783419425856,105.84710433318912,1244
2025-03-02,106.80355932707775,107.2873582201484,106.77200698798032,106.83243140946254,1747
2025-03-03,106.83019446537934,107.05954077243976,106.2519818401721,106.94492686675538,1696
2025-03-04,107.12415969250901,107.52162640954474,106.92647877036275,107.2335314807571,1271
2025-03-05,106.96317984231028,107.31798396436729,106.809675597952,106.96973049635348,4511
2025-03-06,106.54332156767832,106.74712899363823,106.30921053975824,106.65200652190508,2771
2025-03-07,107.39695285880617,107.78900838506297,107.26198762527977,107.5395220153416,2262
2025-03-08,108.77455207802248,108.80370939609114,108.49745995239076,108.7532660324841,3424
2025-03-09,109.05906451605175,109.73654222032225,108.68722661952724,109.11005995953592,1265
2025-03-10,110.41297829598767,110.126151422679,109.66067815626167,110.11217969827113,3973
2025-03-11,110.19896735162112,110.94115241596033,110.53526154282183,110.72916131329973,1920
2025-03-12,111.46039083092116,111.56823757599388,111.05725310866559,111.24208946053666,4430
2025-03-13,112.60814386234124,112.94718148165494,112.11393716327204,112.35892682384171,1339
2025-03-14,113.76707071723968,114.19457633348541,114.02136453077418,114.1817487637213,1388
2025-03-15,114.99171562143927,115.59288589068633,115.05721492781564,115.06025314025534,3624
2025-03-16,116.82475116054458,117.20108594594767,116.32566448025484,116.89903933374374,4760
2025-03-17,115.94568993234634,116.33089054108032,115.59819872858965,116.22719227128991,3050
2025-03-18,117.46477043639688,118.01275446876771,117.37014098182632,117.62033377391505,4500
2025-03-19,118.3504468457648,118.91237395397266,118.1572506222468,118.57256201485797,2165
2025-03-20,119.64361169326318,119.47311422914669,118.93090757366974,119.29315760457845,1375
2025-03-21,120.43534974912924,120.56217448749776,119.33243790880871,120.24821407049976,4741
2025-03-22,118.80998374073805,118.77861000236686,118.0317577394523,118.55567272173921,3033
2025-03-23,118.06820400184536,118.24657305808697,117.64945310733286,117.92386958903671,3371
2025-03-24,117.41232677770032,118.07056326684797,117.52924522006386,117.63813713194376,1145
2025-03-25,117.91996950553272,118.64207692201774,118.00358429473715,118.02487355878867,2981
2025-03-26,117.31178634007007,117.26634832805911,116.87321870065104,117.21391142782448,1292
2025-03-27,115.98438970431019,116.95542194101982,116.08008541514543,116.22881526608857,4736
2025-03-28,115.57036072597232,115.51817859984234,115.41221178185738,115.42776103993785,1431
2025-03-29,115.42893723092746,115.74664529155197,115.30631688740759,115.47700231055909,1704
2025-03-30,115.09928881484497,115.5919164176518,115.09056257707778,115.1742529763549,3996
2025-03-31,114.49858884773536,114.71259522764167,113.71896852708015,114.35639685409467,2998
2025-04-01,114.2532099762599,114.33981740999856,113.68802936257279,114.16435731396268,3632
2025-04-02,113.65041061040769,113.98097939350005,113.42419837183483,113.7226038435715,1398
2025-04-03,114.03565679856409,114.00519065095948,113.20780201011324,113.80379083789124,3864
2025-04-04,112.66634631604485,113.06468603017599,112.5670853200353,112.88255898156483,4960
2025-04-05,112.30914881499501,112.65588211301036,112.05821853387181,112.18596169360616,4415
2025-04-06,111.56931705332055,111.82209989891987,110.84607198627293,111.45069680172686,1963
2025-04-07,110.01067854498478,110.23400591379546,109.66480582411066,110.07258783284759,4211
2025-04-08,109.81548660353477,110.23017997417298,109.65770922995164,109.75025999908634,3234
2025-04-09,109.15667044711721,109.76835306656959,109.14496089801099,109.40689316239427,3041
2025-04-10,109.09476664022112,109.37253366014754,108.7850848870567,108.90996123637974,2828
2025-04-11,108.23222852906606,108.69513472473938,108.24576890254752,108.26920895635466,3108
2025-04-12,106.8154419070206,107.05418750893999,106.43475100161808,106.9199865111244,1938
2025-04-13,106.37740116263257,106.3555631094258,105.48571598937116,106.16759931746519,4451
2025-04-14,105.32110186944058,105.91142932857379,105.44168412231296,105.46197060754913,1709
2025-04-15,104.19891198674344,104.90267829910285,104.06801039867804,104.48060424601616,1806
2025-04-16,103.57250698431177,104.17965250022371,103.71396133284091,103.88383281901655,2463
2025-04-17,103.7474653233744,103.94972880976702,103.42368840985822,103.62626333310527,4390
2025-04-18,104.00188900333232,104.81350785298928,104.07645365867936,104.25797487383159,2325
2025-04-19,104.21368039792756,104.04440728376352,103.73551971546665,103.86272156153069,4415
2025-04-20,103.10086591438761,103.92667127219836,103.20754747037539,103.51725179596436,1010
2025-04-21,103.31187552016266,103.23214571601787,102.83877426978685,102.97258424650465,2085
2025-04-22,101.36352501076576,101.57778527667979,100.96723015216926,101.32132151732523,2868
2025-04-23,100.78607056968161,101.32516856245313,100.51546081394552,100.8054131920557,3273
2025-04-24,100.23256750065852,100.80663458781791,100.0893409273936,100.34155131802031,4224
2025-04-25,101.3993238083819,101.7821985127116,101.2010093179198,101.31949658551147,4782
2025-04-26,100.69655306615783,101.26517576807366,100.51943427275647,100.7040800066428,3611
2025-04-27,100.60566878844627,100.68920918036952,99.93393016687781,100.38500841204296,1771
2025-04-28,99.88702687995223,100.30057194447882,99.46399791269495,99.86418135021982,2594
2025-04-29,98.69303487994048,98.90092117632942,98.55848557660781,98.6629745276481,2607
2025-04-30,98.77594577391434,99.2135014868548,98.52880175527126,98.84866821635711,4731
2025-05-01,98.28843891122496,98.57379942509563,97.84955061129482,98.29982803596917,4932
2025-05-02,97.83600755797342,98.09384639719354,97.74056614797072,97.774447204195,4646
2025-05-03,95.88678105278683,96.64784613640553,95.82014269284217,96.22881473131815,2333
2025-05-04,95.80085423345867,96.20684718123312,95.90301606966898,96.07049131787981,1884
2025-05-05,94.37803349900899,94.94785813534153,93.81526094648581,94.22938068020444,4314
2025-05-06,93.61566802411019,93.68029146018466,93.43414676779311,93.5814949364846,4564
2025-05-07,93.85897164470005,93.95293058941304,93.83479189183768,93.89576831197058,2389
2025-05-08,92.30513330350524,92.83306869159219,92.27593802931554,92.30144651689217,4401
2025-05-09,91.03118422020283,91.42000041792309,90.65205088979823,90.9616678791305,4178
2025-05-10,89.91350676212122,90.44628266159351,89.66951419783878,90.02145869818308,1225
2025-05-11,89.6137123606329,90.19504240756622,89.65023663073424,89.76937330571336,1824
2025-05-12,88.92814429809322,89.18652589250429,88.4612567553182,88.88897524707367,3265
2025-05-13,88.78443847643427,89.10066215766012,88.9478090195035,88.98011303195729,1936
2025-05-14,88.47438135486452,88.70789171536036,88.10594676345109,88.39273080372162,3800
2025-05-15,88.38636954125515,88.8914539198003,88.66908950205521,88.72688626210272,3553
2025-05-16,88.43106284902757,88.72025566824598,88.05559894312287,88.22523172156244,3306
2025-05-17,89.29971186105556,89.47578088827252,88.89571263030967,89.20519236457295,2911
2025-05-18,88.83644633603399,88.9201409498127,88.657323062228,88.78524038917121,4845
2025-05-19,88.8385416762369,88.8777263111172,88.41891458829376,88.6420034794478,4588
2025-05-20,89.51320869876211,89.56270010072473,88.67885524802671,89.1801138098696,2796
2025-05-21,88.69446923301284,88.67885030944842,88.30697359391385,88.49159522000922,1053
2025-05-22,88.30989633450537,88.81362710165841,88.21093275835867,88.6780711807717,4118
2025-05-23,89.256441439994,89.86109427563953,89.43829820427267,89.51235683334114,1726
2025-05-24,88.47290317706526,88.94686020682614,88.19190605702134,88.5978668926044,3736
2025-05-25,88.76386541776596,88.95725857264955,88.1703334835922,88.75864720772378,2544
2025-05-26,89.06810868836665,89.17036922314917,88.77024798424738,88.96457688427283,4170
2025-05-27,89.33852184470851,89.83008059481074,89.3430496584333,89.4836706073392,2043
2025-05-28,88.82885353370777,88.80188331251289,88.37608575537624,88.79150018081235,2913
2025-05-29,87.89814962649112,88.06773345808648,87.78983529017039,88.04922621296178,2776
2025-05-30,88.29008759173352,88.56870230808143,88.03816197765767,88.41239115233192,2596
2025-05-31,88.35924973690219,88.89789252592946,88.461378993615,88.64058195627183,2914
2025-06-01,88.65623101725717,89.20305917959895,88.52355970898478,88.84087766647936,4561
2025-06-02,88.82840967105427,89.69381783556744,88.82988203925595,89.09874659217753,3466
2025-06-03,88.54555710863498,89.21226368387084,88.20717534689848,88.74073175923044,3737
2025-06-04,89.14081233684861,89.19809627153437,88.5791998088668,88.93008397752705,1849
2025-06-05,88.96604768373986,89.45212421992571,88.78840692909121,89.15592746150625,3109
2025-06-06,89.30379302365792,88.87681073776287,88.55969200391493,88.77731661069043,4216
2025-06-07,90.04544489755347,90.2430786901788,89.74430256219179,89.94678131737729,3263
2025-06-08,90.31804829466333,90.52334934214032,90.06759270748827,90.28108106992435,1002
2025-06-09,89.44462741556652,89.98084268367037,89.2374085431271,89.61629897160276,1159
2025-06-10,90.20029311266485,90.1947849480726,89.8444280329471,90.06023113678306,4810
2025-06-11,89.4102945693991,89.9292914374949,89.16746716326737,89.52542213464666,1780
2025-06-12,90.0720748598212,90.65422067949264,89.33259273716304,90.04767289689212,4191
2025-06-13,91.30484715195033,91.0710782146052,90.31860530361023,90.79283024429657,1892
2025-06-14,90.33120887334061,90.73076319770533,90.1156255597191,90.35042085328554,3030
2025-06-15,91.20830119608927,91.41647532917435,90.43820374639934,90.97844653083213,4160
2025-06-16,91.13547980196884,91.49587099261686,91.05773016159833,91.27611508699403,3376
2025-06-17,91.81235348489132,92.1641696793528,91.71172627595514,91.81935118299072,1579
2025-06-18,93.36158709971018,93.30994545273944,92.90904423476655,93.00742697258308,2933
2025-06-19,92.7848006914238,93.22972932269111,92.83603571877617,92.91019410298135,2380
2025-06-20,92.87044211596623,92.65335044759576,92.2782551011751,92.50795240436685,4681
2025-06-21,92.16579413368264,92.32914578144333,91.72056007075362,92.02424374659154,2290
2025-06-22,91.47226422043342,91.98435723386136,90.94947011315722,91.58475757561227,2640
2025-06-23,91.71497809777492,92.17872527152282,91.22311107521098,91.5884965499638,1951
2025-06-24,92.03769862477913,92.33504190007082,91.58700784061556,91.84318773485379,4394
2025-06-25,92.18356420689523,92.7898387059541,91.59332109821509,92.05920221445179,3682
2025-06-26,92.29146721989531,92.7520426512958,92.46328510207182,92.6055121638734,1987
2025-06-27,92.51788586383516,93.13777742634427,92.31619038737843,92.66331329900014,4612
2025-06-28,93.53593001818422,93.9221021464422,93.13126070651712,93.58543374529452,4720
2025-06-29,93.46175295953175,94.21460023199529,93.47235689450773,93.47663964535175,2218
2025-06-30,95.28287556481567,95.2970814882345,94.62999033666414,95.15874114530553,1920
2025-07-01,95.61968175415117,95.71619718552837,95.21644227246564,95.58414155396453,3785
2025-07-02,94.85277814837274,95.29996849102595,94.90290460289492,95.11984702011476,2355
2025-07-03,94.60335109147928,94.65209066614005,94.10075514805683,94.5273115212781,1169
2025-07-04,94.98891211948076,95.06164396608784,94.11265639886312,94.866794970424,1520
2025-07-05,94.89467538881469,94.93089076691774,94.44634404821679,94.78271729922848,2486
2025-07-06,95.47727374079466,95.59119635297897,94.91147347842366,95.26111759568373,1039
2025-07-07,95.76184460133764,95.96341136558328,95.38693235033591,95.59506017042786,2560
2025-07-08,95.69319883867942,96.27659699067691,95.4713316967267,95.60136282283374,4332
2025-07-09,95.12925344970097,95.6333713596299,94.67721942868384,95.14328659199269,2418
2025-07-10,93.95218607047798,94.4689975260487,94.15559502236295,94.28437825718117,1954
2025-07-11,94.15239292976747,94.18678635167129,93.75215603849708,94.06646928594095,4297
2025-07-12,94.67184609996765,95.02869239683633,94.42584005188806,94.63030856253503,1983
2025-07-13,94.86308057645223,94.84471816760903,94.41296884386388,94.80876480901316,4195
2025-07-14,93.8559718266219,94.77761329495682,93.74458912072856,94.11132154178595,1974
2025-07-15,94.04901878921501,94.80111812144092,93.75772210844508,94.26523009729667,1037
2025-07-16,94.75705109580055,94.75258539471302,94.34842380490491,94.54642052513397,3375
